Date,Close,High,Low,Open,Volume,Sentiment_Score,FNG_Value,MA7,MA30,SMA20,STD20,BB_Upper,BB_Lower
2021-01-23,32067.642578125,33360.9765625,31493.16015625,32985.7578125,48354737975,0.0,74,34276.85853794643,33481.68854166667,36025.15849609375,2790.17690283932,41605.51230177239,30444.804690415105
2021-01-24,32289.37890625,32944.0078125,31106.685546875,32064.376953125,48643830599,0.0,70,33776.58733258928,33735.841471354164,36041.03173828125,2766.708811858614,41574.44936199848,30507.61411456402
2021-01-25,32366.392578125,34802.7421875,32087.787109375,32285.798828125,59897054838,0.0,74,33167.489955357145,33933.486653645836,35959.7298828125,2852.6338531585843,41664.99758912966,30254.46217649533
2021-01-26,32569.849609375,32794.55078125,31030.265625,32358.61328125,60255421470,0.0,71,32667.49637276786,34143.40514322917,35747.00419921875,2941.996557378215,41630.997313975175,29863.011084462316
2021-01-27,30432.546875,32564.029296875,29367.138671875,32564.029296875,62576762015,0.0,78,31936.753069196428,34254.996419270836,35300.07939453125,3039.793060441501,41379.66551541425,29220.493273648244
2021-01-28,33466.09765625,33858.3125,30023.20703125,30441.041015625,76517157706,0.0,55,32313.95284598214,34458.4517578125,34933.50380859375,2772.22687499025,40477.95755857425,29389.050058613248
2021-01-29,34316.38671875,38406.26171875,32064.814453125,34318.671875,117894572511,0.0,77,32501.184988839286,34640.9662109375,34636.59580078125,2474.3297015545913,39585.25520389043,29687.93639767207
2021-01-30,34269.5234375,34834.70703125,32940.1875,34295.93359375,65141828798,0.0,76,32815.73939732143,34816.55963541667,34432.24990234375,2314.555633549338,39061.361169442425,29803.13863524507
2021-01-31,33114.359375,34288.33203125,32270.17578125,34270.87890625,52754542671,0.0,78,32933.59375,34941.233203125,34309.63505859375,2316.2521624088226,38942.13938341139,29677.130733776103
2021-02-01,33537.17578125,34638.21484375,32384.228515625,33114.578125,61400400660,0.0,77,33100.84849330357,34988.230143229164,34290.34580078125,2321.242775884222,38932.83135254969,29647.860249012807
2021-02-02,35510.2890625,35896.8828125,33489.21875,33533.19921875,63088585433,-0.15,76,33520.91127232143,35079.17233072917,34200.04228515625,2230.690256389514,38661.42279793527,29738.661772377218
2021-02-03,37472.08984375,37480.1875,35443.984375,35510.8203125,61166818159,0.0,78,34526.560267857145,35262.5115234375,34114.28037109375,2054.9013862674165,38224.08314362858,30004.47759855892
2021-02-04,36926.06640625,38592.17578125,36317.5,37475.10546875,68838074392,-0.3,80,35020.841517857145,35360.2994140625,34119.31533203125,2062.004854800124,38243.3250416315,29995.305622431
2021-02-05,38144.30859375,38225.90625,36658.76171875,36931.546875,58598066402,0.0,81,35567.6875,35404.297591145834,34217.62373046875,2207.093048249724,38631.8098269682,29803.437633969304
2021-02-06,39266.01171875,40846.546875,38138.38671875,38138.38671875,71326033653,0.0,84,36281.47154017857,35400.796549479164,34391.36044921875,2459.78263252116,39310.92571426107,29471.79518417643
2021-02-07,38903.44140625,39621.8359375,37446.15234375,39250.19140625,65500641143,0.0,86,37108.48325892857,35337.6576171875,34505.02880859375,2616.231788864694,39737.49238632314,29272.565230864362
2021-02-08,46196.46484375,46203.9296875,38076.32421875,38886.828125,101467222687,-0.3,83,38916.953125,35535.72154947917,35011.36181640625,3693.2541449540927,42397.87010631443,27624.853526498064
